JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457797.72090,14.930,0.025,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.69,Z,17.651,18.795,,AA TAU,AAVSO,STD,,,,
2457800.44255,14.873,0.017,,V,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 14.425,0,1.63,Z,,18.955,,AA TAU,VVS,STD,,,,
2457800.44332,14.841,0.016,,V,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 14.425,0,1.63,Z,,18.947,,AA TAU,VVS,STD,,,,
2457800.44420,16.125,0.051,,B,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 15.436,0,1.64,Z,,20.573,,AA TAU,VVS,STD,,,,
2457800.44498,16.150,0.052,,B,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 15.436,0,1.65,Z,,20.646,,AA TAU,VVS,STD,,,,
2457800.44567,13.599,0.010,,R,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 13.630,0,1.65,Z,,18.812,,AA TAU,VVS,STD,,,,
2457800.44610,13.604,0.010,,R,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 13.630,0,1.66,Z,,18.789,,AA TAU,VVS,STD,,,,
2457800.74100,14.712,0.013,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,2.12,Z,17.416,18.551,,AA TAU,AAVSO,STD,,,,
2457803.29666,14.632,0.013,,V,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 14.425,0,1.13,Z,,18.952,,AA TAU,VVS,STD,,,,
2457803.29743,14.631,0.014,,V,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 14.425,0,1.13,Z,,18.926,,AA TAU,VVS,STD,,,,
2457803.29831,16.135,0.043,,B,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 15.436,0,1.13,Z,,20.618,,AA TAU,VVS,STD,,,,
2457803.29909,16.139,0.082,,B,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 15.436,0,1.13,Z,,20.656,,AA TAU,VVS,STD,,,,
2457803.29979,13.337,0.008,,R,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 13.630,0,1.13,Z,,18.808,,AA TAU,VVS,STD,,,,
2457803.30021,13.361,0.009,,R,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 13.630,0,1.13,Z,,18.819,,AA TAU,VVS,STD,,,,
2457809.36108,13.872,0.009,,V,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 14.425,0,1.30,Z,,18.954,,AA TAU,VVS,STD,,,,
2457809.36185,13.883,0.009,,V,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 14.425,0,1.30,Z,,18.922,,AA TAU,VVS,STD,,,,
2457809.36273,15.046,0.023,,B,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 15.436,0,1.31,Z,,20.638,,AA TAU,VVS,STD,,,,
2457809.36351,14.997,0.022,,B,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 15.436,0,1.31,Z,,20.614,,AA TAU,VVS,STD,,,,
2457809.36420,12.776,0.007,,R,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 13.630,0,1.31,Z,,18.658,,AA TAU,VVS,STD,,,,
2457809.36463,12.778,0.007,,R,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 13.630,0,1.31,Z,,18.831,,AA TAU,VVS,STD,,,,
2457814.68041,13.972,0.013,,V,WRCA,,ENSEMBLE,122,13598BNA,,0,1.392,Z,,12.226,,AA TAU,AAVSO,STD,,,,
2457814.68616,13.978,0.007,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.84,Z,17.385,18.558,,AA TAU,AAVSO,STD,,,,
2457815.69325,14.415,0.009,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,2.00,Z,17.494,18.643,,AA TAU,AAVSO,STD,,,,
2457816.69343,13.930,0.016,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,2.05,Z,18.131,19.317,,AA TAU,AAVSO,STD,,,,
2457820.68727,14.739,0.016,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,2.14,Z,17.414,18.591,,AA TAU,AAVSO,STD,,,,
2457821.57232,16.280,0.038,,B,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 14.059  K = 15.280,0,1.15,Z,17.792,18.931,,AA TAU,AAVSO,STD,,,,
2457821.57550,15.182,0.017,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.16,Z,17.282,18.437,,AA TAU,AAVSO,STD,,,,
2457821.57709,12.759,0.008,,I,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 11.506  K = 12.574,0,1.16,Z,17.372,18.497,,AA TAU,AAVSO,STD,,,,
2457822.36701,14.940,0.030,,V,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 14.425,0,1.51,Z,,18.956,,AA TAU,VVS,STD,,,,
2457822.36779,14.941,0.030,,V,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 14.425,0,1.52,Z,,18.914,,AA TAU,VVS,STD,,,,
2457822.36867,16.140,0.092,,B,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 15.436,0,1.52,Z,,20.499,,AA TAU,VVS,STD,,,,
2457822.36944,16.138,0.094,,B,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 15.436,0,1.53,Z,,20.667,,AA TAU,VVS,STD,,,,
2457822.37014,13.802,0.019,,R,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 13.630,0,1.53,Z,,18.805,,AA TAU,VVS,STD,,,,
2457822.37057,13.814,0.018,,R,DUBF,,ENSEMBLE,000-BKM-137,X16934AEP,STANDARD MAG:  K = 13.630,0,1.54,Z,,18.841,,AA TAU,VVS,STD,,,,
2457822.62517,14.957,0.039,,V,HBB,,000-BKF-955,000-BKF-957,X17325NV,|VMAGINS=14.835|VERR=0.037|K1=0.2140|K1ERR=0.0000|CREFMAG=13.052|CREFERR=0.010|KREFMAG=14.179|KREFERR=0.030|VX=1.7815|CX=1.7870|KX=1.7819|TV_BV=0.0190|TV_BVERR=0.0500|TAVER=2.48,1,1.781,Z,12.936,14.096,,AA TAU,,STD,101,,,
2457822.62692,14.951,0.036,,V,HBB,,000-BKF-955,000-BKF-957,X17325NV,|VMAGINS=14.810|VERR=0.036|K1=0.2140|K1ERR=0.0000|CREFMAG=13.052|CREFERR=0.010|KREFMAG=14.179|KREFERR=0.030|VX=1.8067|CX=1.8124|KX=1.8071|TV_BV=0.0190|TV_BVERR=0.0500|TAVER=2.48,1,1.806,Z,12.913,14.078,,AA TAU,,STD,102,,,
2457822.62862,15.014,0.039,,V,HBB,,000-BKF-955,000-BKF-957,X17325NV,|VMAGINS=14.892|VERR=0.039|K1=0.2140|K1ERR=0.0000|CREFMAG=13.052|CREFERR=0.010|KREFMAG=14.179|KREFERR=0.030|VX=1.8318|CX=1.8378|KX=1.8323|TV_BV=0.0190|TV_BVERR=0.0500|TAVER=2.48,1,1.831,Z,12.933,14.108,,AA TAU,,STD,103,,,
