#  Epoch        LineName   LineLambda  EqW        Flux            blueX  blueY           RedX     RedY
  2006.000     Mn-1.29     1.29045  4.4235E-05  2.5854E-18      1.2899  5.9233E-14      1.2913  5.7662E-14
# except2012
  2008.000     Al-1.31     1.31410  0.00024562  1.1934E-17      1.3117  4.8305E-14      1.3167  4.8867E-14
  2014.920     Al-1.31     1.31410  0.00020717  6.2844E-18      1.3119  3.0152E-14      1.3165  3.0517E-14
  2014.960     Al-1.31     1.31410  0.00024904  7.0619E-18      1.3119  2.8444E-14      1.3165  2.8268E-14
  2012.000     Al-1.31     1.31410  0.00020744  5.4079E-17      1.3116  2.5922E-13      1.3164  2.6216E-13
  2006.000     Al-1.31     1.31410  0.00024389  1.4099E-17      1.3120  5.7709E-14      1.3167  5.7907E-14
#       yes
  2008.000     Mg-1.50     1.50400  0.00046508  1.9403E-17      1.5013  4.1468E-14      1.5068  4.1972E-14
  2014.920     Mg-1.50     1.50400  0.00042080  1.2732E-17      1.5013  3.0128E-14      1.5068  3.0383E-14
  2014.960     Mg-1.50     1.50400  0.00041171  1.2032E-17      1.5014  2.9068E-14      1.5066  2.9379E-14
  2012.000     Mg-1.50     1.50400  0.00033997  8.8605E-17      1.5012  2.5935E-13      1.5071  2.6191E-13
  2006.000     Mg-1.50     1.50400  0.00043514  1.9756E-17      1.5016  4.5183E-14      1.5073  4.5622E-14
#       yes
  2008.000     KI-1.51     1.51720  0.00010661  4.5022E-18      1.5159  4.2521E-14      1.5185  4.1937E-14
  2014.920     KI-1.51     1.51720  8.4685E-05  2.5959E-18      1.5159  3.0905E-14      1.5185  3.0401E-14
  2014.960     KI-1.51     1.51720  9.0001E-05  2.6853E-18      1.5157  3.0103E-14      1.5180  2.9571E-14
  2012.000     KI-1.51     1.51720  9.1948E-05  2.4737E-17      1.5155  2.7031E-13      1.5182  2.6774E-13
  2006.000     KI-1.51     1.51720  0.00010144  4.7081E-18      1.5162  4.6844E-14      1.5187  4.5978E-14
#       yes
  2008.000   Mg-I-1.58     1.57600  0.00034106  1.4312E-17      1.5739  4.2183E-14      1.5789  4.1744E-14
  2014.920   Mg-I-1.58     1.57600  0.00031551  9.9573E-18      1.5739  3.1684E-14      1.5787  3.1436E-14
  2014.960   Mg-I-1.58     1.57600  0.00028279  8.6732E-18      1.5739  3.0867E-14      1.5788  3.0473E-14
  2012.000   Mg-I-1.58     1.57600  0.00029852  8.2842E-17      1.5737  2.7800E-13      1.5786  2.7701E-13
  2006.000   Mg-I-1.58     1.57600  0.00029589  1.3631E-17      1.5743  4.5825E-14      1.5793  4.6307E-14
#       yes
  2008.000   Si-I-1.59     1.59000  0.00023776  9.9643E-18      1.5880  4.2183E-14      1.5924  4.1635E-14
  2014.920   Si-I-1.59     1.59000  0.00020602  6.5468E-18      1.5878  3.2030E-14      1.5922  3.1526E-14
  2014.960   Si-I-1.59     1.59000  0.00021048  6.5690E-18      1.5878  3.1548E-14      1.5922  3.0872E-14
  2012.000   Si-I-1.59     1.59000  0.00027266  7.6793E-17      1.5875  2.8164E-13      1.5926  2.8164E-13
  2006.000   Si-I-1.59     1.59000  0.00026419  1.2447E-17      1.5880  4.7269E-14      1.5933  4.6959E-14
#       yes
  2008.000     CO-1.62     1.61975  0.00025300  1.0603E-17      1.6177  4.2619E-14      1.6227  4.1202E-14
  2014.920     CO-1.62     1.61975  0.00022423  7.1951E-18      1.6175  3.2570E-14      1.6226  3.1605E-14
  2014.960     CO-1.62     1.61975  0.00025873  8.1481E-18      1.6175  3.1888E-14      1.6227  3.1099E-14
  2012.000     CO-1.62     1.61975  0.00024921  7.2722E-17      1.6173  2.9581E-13      1.6224  2.8781E-13
  2006.000     CO-1.62     1.61975  0.00024559  1.1468E-17      1.6182  4.7580E-14      1.6232  4.5808E-14
#       yes
  2008.000     CO-1.66     1.66000  0.00017860  7.5788E-18      1.6573  4.2438E-14      1.6647  4.2429E-14
  2014.920     CO-1.66     1.66000  0.00016873  5.5597E-18      1.6571  3.3031E-14      1.6645  3.2867E-14
  2014.960     CO-1.66     1.66000  0.00015574  4.9667E-18      1.6571  3.1938E-14      1.6645  3.1845E-14
  2012.000     CO-1.66     1.66000  0.00017912  5.4226E-17      1.6569  3.0262E-13      1.6643  3.0287E-13
  2006.000     CO-1.66     1.66000  0.00017152  8.1006E-18      1.6577  4.7493E-14      1.6649  4.6963E-14
# Baseline?
  2008.000   Al-I_1.67     1.67400  0.00035095  1.4727E-17      1.6708  4.1580E-14      1.6785  4.2347E-14
  2014.920   Al-I_1.67     1.67400  0.00034939  1.1453E-17      1.6706  3.2546E-14      1.6782  3.3014E-14
  2014.960   Al-I_1.67     1.67400  0.00039631  1.2673E-17      1.6707  3.1801E-14      1.6782  3.2152E-14
  2012.000   Al-I_1.67     1.67400  0.00035387  1.0558E-16      1.6702  2.9859E-13      1.6776  2.9815E-13
  2006.000   Al-I_1.67     1.67400  0.00038658  1.7995E-17      1.6710  4.6241E-14      1.6782  4.6855E-14
#       yes
  2008.000    dip-1.70     1.70750  0.00026803  1.0582E-17      1.7094  3.9490E-14      1.7131  3.9468E-14
  2014.920    dip-1.70     1.70750  0.00023089  7.2389E-18      1.7093  3.1324E-14      1.7131  3.1379E-14
  2014.960    dip-1.70     1.70750  0.00026192  8.1373E-18      1.7091  3.1269E-14      1.7132  3.0867E-14
  2012.000    dip-1.70     1.70750  0.00024569  7.2046E-17      1.7092  2.9123E-13      1.7126  2.9525E-13
  2006.000    dip-1.70     1.70750  0.00028932  1.2569E-17      1.7097  4.3430E-14      1.7136  4.3456E-14
#       yes
  2008.000     Mg-1.71     1.71150  0.00027304  1.0795E-17      1.7093  3.9512E-14      1.7132  3.9556E-14
  2014.920     Mg-1.71     1.71150  0.00023276  7.3016E-18      1.7093  3.1324E-14      1.7131  3.1415E-14
  2014.960     Mg-1.71     1.71150  0.00027054  8.4249E-18      1.7091  3.1397E-14      1.7132  3.0886E-14
  2012.000     Mg-1.71     1.71150  0.00024854  7.2949E-17      1.7092  2.9141E-13      1.7126  2.9562E-13
  2006.000     Mg-1.71     1.71150  0.00029534  1.2857E-17      1.7097  4.3532E-14      1.7136  4.3532E-14
#  DupAbove
  2008.000     Ca-1.98     1.98200  0.00088609  2.3504E-17      1.9751  2.6635E-14      1.9889  2.6416E-14
  2014.920     Ca-1.98     1.98200  0.00080570  2.0014E-17      1.9746  2.5123E-14      1.9886  2.4557E-14
  2014.960     Ca-1.98     1.98200  0.00083984  2.1061E-17      1.9750  2.5178E-14      1.9895  2.4977E-14
  2012.000     Ca-1.98     1.98200   0.0013975  3.3699E-16      1.9738  2.3461E-13      1.9897  2.4765E-13
  2006.000     Ca-1.98     1.98200   0.0011538  3.0618E-17      1.9754  2.6920E-14      1.9891  2.6153E-14
#    No2012
  2008.000     Na-2.21     2.20750  0.00027740  6.3129E-18      2.2040  2.2799E-14      2.2105  2.2717E-14
  2014.920     Na-2.21     2.20750  0.00020743  4.6395E-18      2.2046  2.2323E-14      2.2109  2.2411E-14
  2014.960     Na-2.21     2.20750  0.00021940  4.8826E-18      2.2052  2.2222E-14      2.2118  2.2288E-14
  2012.000     Na-2.21     2.20750  0.00027876  5.9076E-17      2.2044  2.1163E-13      2.2118  2.1222E-13
  2006.000     Na-2.21     2.20750  0.00034910  7.5350E-18      2.2048  2.1479E-14      2.2130  2.1689E-14
#      yes?
  2008.000     Ca-2.26     2.26400  0.00041129  9.1289E-18      2.2573  2.2442E-14      2.2675  2.1949E-14
  2014.920     Ca-2.26     2.26400  0.00021260  4.6151E-18      2.2603  2.1758E-14      2.2676  2.1659E-14
  2014.960     Ca-2.26     2.26400  0.00024153  5.3087E-18      2.2604  2.2021E-14      2.2682  2.1938E-14
  2012.000     Ca-2.26     2.26400  0.00037208  7.6199E-17      2.2604  2.0137E-13      2.2682  2.0822E-13
  2006.000     Ca-2.26     2.26400  0.00036962  7.6724E-18      2.2607  2.0796E-14      2.2684  2.0719E-14
#   no08_12
  2008.000      CO-2.3     2.30375  0.00085040  1.7955E-17      2.2928  2.1534E-14      2.3109  2.0694E-14
  2014.920      CO-2.3     2.30375  0.00048619  1.0359E-17      2.2926  2.1671E-14      2.3105  2.0941E-14
  2014.960      CO-2.3     2.30375  0.00047386  1.0172E-17      2.2929  2.1854E-14      2.3105  2.1078E-14
  2012.000      CO-2.3     2.30375  0.00060100  1.1655E-16      2.2924  1.9470E-13      2.3104  1.9315E-13
  2006.000      CO-2.3     2.30375  0.00080266  1.5764E-17      2.2925  2.0082E-14      2.3105  1.9196E-14
#      yes?
  2008.000     CO-2.34     2.34550  0.00010011  1.9966E-18      2.3427  2.0100E-14      2.3470  1.9790E-14
  2014.920     CO-2.34     2.34550  0.00011686  2.4163E-18      2.3423  2.0810E-14      2.3475  2.0544E-14
  2014.960     CO-2.34     2.34550  0.00010332  2.1718E-18      2.3430  2.0866E-14      2.3475  2.1173E-14
  2012.000     CO-2.34     2.34550  0.00013576  2.6173E-17      2.3416  1.9509E-13      2.3461  1.9048E-13
  2006.000     CO-2.34     2.34550  9.2409E-05  1.6826E-18      2.3433  1.8381E-14      2.3476  1.8034E-14
#      yes?
